symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CRAT	0.02281740330988684	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18766447924278232	No data	No data	0	0	0	0	0	0.5447299999999998	No data	0.10356324234215464	0	0	No data	No data	0	0.5	-1
CDKN3	0.022804230365488322	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07098943019443701	0.16980877922780793	No data	No data	0	0	0	0	0	0.45754499999999965	No data	-0.09772869347780788	0	0	No data	No data	0	1	0
CBLN1	0.02277812321098523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15606337580549748	0.12511215814847162	No data	No data	0	1	0	0	0	0.9481850000000002	No data	0.08762242133777876	-0.22578539780377826	0	No data	No data	-0.46891250000000007	1	0
SP8	0.022768375821187962	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18726124676228056	No data	No data	0	0	0	0	0	0.6948799999999998	No data	-0.778808085017712	-0.7044164098681174	0	No data	No data	0	1	1
CDH5	0.02274978396246679	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17933958529542823	0.03107500195023263	No data	No data	1	0	0	0	0	0	No data	-0.6235674098770577	-0.9687392011987713	0	No data	No data	0	0.5	0
ENSG00000278961	0.022744596550340276	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18706567128772728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
OPRPN	0.022734698754392234	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18698426567390639	No data	No data	0	1	0	0	0	No data	No data	0.7772452594290478	No data	0	No data	No data	No data	1	0.5
EPCAM	0.022715882902124687	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03495602086266821	0.1780905072170689	No data	1	1	0	0	0	0	0.07643500000000003	No data	0.30266722233798715	-0.8791663875552447	0	No data	No data	0	0.5	0
NEU4	0.022711367259058396	0.037358474596589926	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0	No data	0.6880600125026046	-0.19191867970797666	0	No data	No data	0	1	0.5
TXNRD1-AS1	0.02270897160124015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18677266960694316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000227748	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SPIB	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	0	0	0	0	0	0.23663999999999988	No data	-0.6416961867055637	0	0	No data	No data	0	0.75	0
ENSG00000225637	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DHRS2	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	0	0	0	0	0	0	No data	0.5992915190664723	0	0	No data	No data	0	0.5	0
PTCRA	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	1	0	0	0	0	0	No data	0.20264638466347162	0	0	No data	No data	No data	1	0.5
DDX25-AS1	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DKK4	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	0	1	0	0	0	0	No data	0.3976870181287768	-0.5954762182301893	0	No data	No data	No data	0.5	0.5
ENSG00000259283	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000260810	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CPA6	0.022684811480546997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1865739617870065	No data	No data	0	1	0	0	0	0.2219700000000003	No data	0.3870598041258595	0	0	No data	No data	0	0.5	0.5
FAR2	0.022681890594434165	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18654993860768818	No data	No data	0	0	0	0	0	0.39806000000000025	No data	-0.5815794957282767	-0.6682681681254515	0	No data	No data	0	0.5	0
FBRS	0.022679936711874914	0.03730677373309203	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5510199999999997	No data	-0.9327984996874349	-0.21801978091556873	No data	No data	No data	0	-1	-1
CDH13	0.02266137961493026	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18638124358858	No data	No data	No data	1	0	0	0	0	0.6844299999999996	No data	-0.38393415294853095	-0.6675627141107939	0	-1	No data	0	0.5	0
ARL14	0.022659427448898036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1863651877641351	No data	No data	0	0	0	0	0	0	No data	0.9159199833298604	0	0	No data	No data	0	0.5	0.5
LGALS9	0.02261377001959094	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18598967274263536	No data	No data	No data	0	1	1	1	0	No data	No data	0.0983538237132735	0	0	No data	No data	-0.8802824999999999	0.5	-1
IFIT1	0.022594936363558197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0780819561665726	0.16631428403061252	No data	No data	0	0	0	0	0	No data	No data	0.6327359866638884	-0.7896692621955467	0	No data	No data	-0.1684100000000001	-1	-1
F3	0.022546536542074436	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1854367029162946	No data	1	0	1	1	1	0	0	1	-0.13169410293811212	-0.9703441056489861	0	-1	No data	0	-1	-1
PAPPA	0.02254437113576681	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18541889327154445	No data	No data	No data	0	1	0	0	0	0.5605400000000003	No data	-0.6863929985413628	-0.2726787698891611	0	No data	No data	0	1	0
SPATS2L	0.022544371135766808	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18541889327154443	No data	No data	No data	0	0	0	0	0	0.4713250000000002	No data	-0.5818920608460096	No data	0	No data	No data	0	-1	-1
AQP4	0.022522196344485722	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06687238773727831	0.16851841709794133	No data	No data	1	0	0	0	0	0.41176499999999977	No data	0.10022921441967081	-0.8594562864758284	0	No data	No data	0	0.75	0
DLK1	0.022507413150298337	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.18055544689065145	No data	No data	0	0	1	1	0	0.28198500000000026	No data	-0.24109189414461352	-0.912864197964558	0	No data	No data	0	0.75	0
CCKBR	0.02250502852674892	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.18053583426731679	No data	1	1	0	1	1	0	0.46308500000000025	1	0.08710147947489055	-0.8189754226968684	0	-1	No data	0	0.75	0.5
ALDH1A3	0.022473473896459144	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02279740491043579	0.17913643916786634	No data	No data	0	0	1	1	0	0.6972650000000001	No data	-0.4837466138778912	-0.7945779131638716	0	No data	No data	-0.24804749999999984	0.5	0
SAMSN1	0.022459438050950454	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18472035089509273	No data	No data	1	0	0	0	0	0.1689	No data	0.37695353198583037	-0.09696976000452329	0	No data	No data	0	0.5	0
CDHR1	0.022453471633251953	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839221473130737	0.16757322569193878	No data	No data	0	0	0	0	0	0.2549500000000002	No data	0.46082517191081473	0	0	No data	No data	0	0.75	0
GSTT1	0.022448198076148566	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.184627906369778	No data	No data	No data	0	0	0	0	1	No data	No data	No data	0	No data	-1	No data	No data	No data	No data
MFSD4A	0.022441021835491664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18456888451494602	No data	No data	0	0	0	0	0	0.23151500000000028	No data	-0.25849135236507603	No data	0	No data	No data	0	0.75	0
CDK4	0.022408447878099435	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18430097608260304	No data	No data	1	0	0	1	1	1	0.7359749999999998	1	-0.3299645759533236	-0.8662472832343582	-1	No data	-1	-0.24917499999999998	-1	-1
SMARCA4	0.022407528503660006	0.035034890522543834	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	1	1	0	0.8633899999999997	1	-0.9974994790581371	-0.9315863245956354	0	No data	-1	-0.37917500000000004	-1	-1
KIF20A	0.02238651160449466	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.18108090457259216	No data	No data	0	0	1	1	0	0.3426949999999998	No data	-0.20764742654719737	-0.43957067362037694	-1	No data	No data	0	0.5	0
KPNA2	0.02234771509146007	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17613106164136688	0.030681641317086925	No data	No data	0	0	0	1	0	0.7259	No data	-0.5773077724525943	-0.7123137584348335	0	No data	No data	0	0.5	-1
FKBP5	0.022332684408046796	0.03385106986625205	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.052286174587641794	No data	No data	0	0	1	1	0	0.35448499999999966	1	-0.6048135028130861	-0.6226492049380213	0	-1	No data	0	0.5	-1
IKZF3	0.022304458519116707	0.03492808593082525	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03522109372806707	No data	No data	0	0	1	1	0	0.3320250000000001	0	-0.7647426547197332	-0.6953467312697617	0	No data	-1	0	0.75	0
HMGCS2	0.0223004064660964	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18341237648847578	No data	No data	0	0	0	0	1	0.46850499999999967	No data	0.34976036674307154	-0.8732302049954616	0	-1	No data	-0.06004000000000005	1	0
STARD6	0.02228233474720779	0.03665274869236505	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.34163367368201714	0	0	No data	No data	0	1	1
DNM1L	0.022269855432592675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1831611058370813	No data	No data	No data	0	0	1	1	0	0.755435	No data	-0.4923942488018337	-0.9706079951552726	0	No data	No data	0	-1	-1
TMPO	0.02222563324077242	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18015849978595247	0.010555581252192834	No data	No data	0	0	0	0	0	0	No data	0.1210668889351949	0	0	No data	No data	0	0.5	-1
FAM43A	0.022189459259832265	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18249987783978075	No data	No data	0	0	0	0	0	0.43262500000000015	No data	-0.2978745571994166	0	0	No data	No data	0	0.5	0
TFF2	0.02218403487834761	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18245526436152004	No data	No data	No data	0	1	0	0	0	0.0697650000000003	No data	0.9124817670347989	-0.015507592281687466	0	No data	No data	0	1	0
PARP9	0.022177599271409897	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1824023339378353	No data	No data	0	0	0	1	0	0	No data	-0.12137945405292772	0	0	No data	No data	0	-1	-1
KLC1	0.022174791281082105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18237923928348632	No data	No data	No data	1	0	0	0	0	0.6791849999999997	No data	-0.6188789331110648	-0.22578539780377826	0	No data	No data	-0.15101750000000003	0.5	-1
DCT	0.022174791281082105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18237923928348632	No data	No data	No data	1	0	0	0	0	0.15221500000000035	No data	0.3195457386955616	-0.13031936038072484	0	No data	No data	0	1	0.5
HOMER2	0.022174791281082105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18237923928348632	No data	No data	No data	0	0	0	0	0	0.72303	No data	-0.3074598874765576	-0.610426109297893	0	No data	No data	0	0.5	0
EPOP	0.022137314005377752	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18207100291964698	No data	No data	0	0	0	0	0	0	No data	No data	No data	-1	No data	No data	0	0.5	0
TNFRSF25	0.022115520458947175	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18189175927451334	No data	No data	No data	1	1	0	0	0	0	No data	-0.3786205459470723	0	0	No data	No data	0	0.5	0
GPR158	0.022101021963789193	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1817725146564175	No data	No data	1	0	0	0	0	0.2880650000000003	No data	-0.5388622629714523	-0.2577152056687823	0	No data	No data	0	0.75	0.5
TNFSF10	0.022091710185391977	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16105899264792348	0.08254774466615182	No data	No data	1	1	0	1	0	0	0	-0.327672431756616	-0.7404799374577559	0	No data	No data	0	-1	-1
ID4	0.022083448151658157	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.081817353178564	0.161173638429169	No data	No data	0	0	0	0	0	0.90683	No data	0.8524692644300895	-0.8079878599919745	0	No data	No data	0	0.5	0
MACROD2	0.022080609029541367	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.17400549105217086	No data	No data	0	0	0	1	0	0	No data	-0.5814753073556991	-0.2299108817756393	0	No data	No data	0	-1	0
SERPINB1	0.022075724895666202	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1190531145322758	0.15180117724246117	No data	No data	0	1	0	0	0	0	No data	0.6068972702646385	-0.6350471970727406	0	No data	No data	0	0.5	-1
MYD88	0.022068735310735575	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16228843224852568	0.0768741477786175	No data	No data	0	0	0	0	0	0.08783999999999992	No data	-0.3117316107522401	-0.8762281824050694	0	-1	-1	No data	-1	0
CYSRT1	0.022067805591734928	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18149932260738194	No data	No data	0	0	0	0	0	0	No data	0.8237132735986663	No data	0	No data	No data	No data	1	0.5
NOP14-AS1	0.02200415804087765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18097584566636063	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNNI2	0.022004069154085072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18097511460623894	No data	0.75	1	0	0	0	0	0.6978000000000002	No data	-0.17107730777245256	-0.8097170920630855	0	No data	No data	0	0.75	0
AOAH	0.021990001353739755	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18085941228945726	No data	No data	No data	0	1	0	0	0	0	No data	0.05261512815169822	No data	0	No data	No data	No data	0.5	0
YIPF2	0.021970510910790265	0.0338532106236478	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04573223071123052	No data	No data	0	0	0	0	0	0.018984999999999985	No data	0.4295686601375286	No data	0	No data	No data	0	-1	-1
PSMD9	0.021967614605999185	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16955164131262682	0.04449459390456084	No data	No data	1	0	0	0	0	0.2152450000000002	No data	0.5749114398833091	No data	0	No data	No data	No data	-1	-1
UCP2	0.02195346989074775	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17478010431334107	0.023115402250973527	No data	No data	0	0	0	0	0	0.8058250000000001	No data	0.6495103146488852	-0.8564913998781228	0	No data	No data	-0.3122975	0.5	-1
ENSG00000261722	0.021953043368271283	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18055544689065145	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSD17B13	0.021953043368271283	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18055544689065145	No data	No data	0	0	0	0	0	0	1	0.28016253386122103	-0.817554106309471	0	No data	No data	-0.075	1	0
ENSG00000268734	0.021953043368271283	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18055544689065145	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
USP17L1	0.021953043368271283	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18055544689065145	No data	No data	0	0	0	0	0	No data	No data	No data	0	No data	No data	No data	-0.9811325	No data	No data
TJP1	0.02195097757611302	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1805384565344597	No data	No data	No data	0	0	0	0	0	0.4937800000000003	No data	-0.9935403209001875	No data	0	No data	No data	0	-1	-1
LUZP2	0.02193934702478249	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1804427996654853	No data	No data	1	1	0	0	0	0.14739999999999967	No data	0.37038966451344035	No data	0	No data	No data	No data	0.75	0.5
PLA2G4A	0.021926644155145978	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1803383233855665	No data	No data	0.5	0	0	1	1	0	0.719625	No data	-0.3924775994998958	-0.9360530925746535	0	-1	No data	0	0.5	0
NSG2	0.0219145951045919	0.03604784490387362	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8537999999999997	No data	-0.590018753907064	-0.05377051238253633	0	No data	No data	0	1	0.5
RDH16	0.021911218847844714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1802114560894707	No data	No data	0	0	0	0	0	0	No data	0.6782663054803084	-0.5587898888074305	0	No data	No data	-0.15615249999999997	1	0.5
ENSG00000279676	0.021868694398284268	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17986170863690285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCGRT	0.02186680806884486	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17984619429343793	No data	No data	1	1	0	0	1	0	0	No data	-0.2687018128776828	0	0	No data	No data	0	-1	-1
SDCBP2	0.021857841171375344	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16372307190922605	0.06419749222778719	No data	No data	0	0	0	0	0	0	No data	0.526047093144405	No data	0	No data	No data	0	0.5	0
FCGR1A	0.021851408908232995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12310598651635325	0.14894304541484715	No data	0.5	1	0	0	1	0	0	No data	0.21244009168576783	0	-1	No data	No data	0	0.5	0
CTSG	0.021813862262393086	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17941073513706865	No data	No data	No data	1	1	1	1	0	0	No data	0.47280683475724117	-0.8047092754757018	0	No data	No data	0	1	0
LONRF2	0.021794139628094143	0.03414528712486163	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03408835333462277	No data	No data	0	0	0	0	0	0	No data	-0.36038758074598876	-0.2024885471391505	0	No data	No data	0	0.5	0
PHTF1	0.021793156624787972	0.035848087825796605	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6784799999999997	No data	0.3174619712440092	0	0	No data	No data	0	-1	-1
UPB1	0.02178957142287077	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17921095220439154	No data	No data	0	0	0	0	0	0.2838549999999998	No data	0.4063346530527192	0	0	No data	No data	0	1	0.5
CFB	0.021784679212248262	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17917071562942502	No data	No data	0.75	0	1	1	1	1	0.11649000000000029	1	-0.4683267347364034	-0.21730433463034549	0	No data	No data	0	1	0
PHC3	0.02176339954926324	0.03579913969610546	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6180900000000001	No data	-0.9810377161908731	0	0	No data	No data	0	0.5	-1
PGLYRP4	0.021761330697513657	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13013603071206764	0.1464446752823417	No data	No data	1	1	0	0	0	0	No data	0.799645759533236	-0.8283452819751449	0	No data	No data	-0.04155499999999997	0.75	0.5
PLCB4	0.021752568225541252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.1758669609671359	No data	No data	1	0	0	0	0	0.697345	No data	-0.5612627630756408	-0.8779452812670929	0	No data	No data	0	0.5	0
SPRR4	0.021731491743867678	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.17569361490738386	No data	No data	0	0	0	0	0	0	No data	0.8049593665346948	No data	0	No data	No data	0	1	0.5
UROD	0.021720519418509547	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17864302568518484	No data	No data	No data	0	0	0	0	1	0.6457749999999998	No data	0.2649510314648884	-0.022060910089015118	0	-1	No data	0	-1	-1
RPTOR	0.021704138692353922	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17850830043175156	No data	No data	0.5	0	0	1	1	0	0.8314599999999999	No data	-0.978328818503855	-0.022060910089015118	-1	-1	No data	No data	-1	-1
SLC26A4	0.021667452356070607	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.1751669152562997	No data	No data	1	0	0	1	0	0.3782049999999998	No data	0.3210043759116483	-0.35876885007163156	0	-1	No data	0	1	0.5
