symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SERTM1	0.021640765756509486	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	0.17190777411883276	No data	No data	0	0	0	0	0	0.8130850000000003	No data	0.54334236299229	No data	0	No data	No data	No data	0.5	0
PLA2G3	0.021611517525838442	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17774652650222403	No data	No data	0	1	1	1	0	0	No data	0.2963117316107522	-0.6580447526517608	0	No data	No data	0	0.5	0.5
HLA-E	0.0215998892849059	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17765088863539594	No data	No data	No data	1	1	0	0	1	No data	No data	-0.3613252760991873	-0.7083540278506878	0	No data	No data	-0.44133999999999995	-1	0
CALM3	0.021572062517582	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09107975096924963	0.15465208629670818	No data	No data	0	0	0	0	0	1	No data	-0.6833715357366118	No data	0	No data	No data	-1	0.5	-1
LINC01605	0.021564914346714162	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1773632330475466	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SNX20	0.021547771612046126	0.030766420625059986	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09356054975242847	No data	No data	0	0	0	0	0	0	No data	0.6510731402375496	No data	0	No data	No data	0	0.5	0
IL4I1	0.02153172233393073	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.17253076036217807	No data	No data	0	1	0	0	0	0	No data	-0.02656803500729321	-0.5056323450652125	0	No data	No data	0	0.75	0
TRIM33	0.021507494321234732	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17689097513838142	No data	No data	No data	0	0	1	1	0	0.7959200000000003	No data	-0.9868722650552199	0	0	No data	No data	0	-1	-1
RPSA	0.021500492555163054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.176833388270771	No data	No data	1	1	0	1	1	0	0.9661000000000002	No data	-0.6686809752031673	-0.6786049899026672	No data	No data	No data	-0.9745750000000001	-1	-1
LANCL1	0.021500429403408655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17683286887156757	No data	No data	No data	0	0	0	0	0	0.5739350000000002	No data	0.37903729943738274	-0.2920459654454413	0	No data	No data	0	0.5	-1
EBNA1BP2	0.021500429403408655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17683286887156757	No data	No data	No data	0	0	0	0	0	0.264705	No data	0.22035840800166695	-0.12434756648049522	-1	No data	No data	No data	-1	-1
ARMH1	0.021500429403408655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17683286887156757	No data	No data	No data	1	0	0	0	0	0	No data	-0.0365701187747447	No data	0	No data	No data	No data	0.5	0
BRMS1L	0.021500429403408655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17683286887156757	No data	No data	No data	0	0	0	0	0	0.9845199999999998	No data	-0.40477182746405505	0	0	No data	No data	0	-1	-1
RABEPK	0.021500429403408655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17683286887156757	No data	No data	No data	0	0	0	0	0	0	No data	0.5333402792248385	No data	0	No data	No data	0	-1	-1
H3P28	0.021500429403408655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17683286887156757	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZDHHC21	0.021494827640596223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17678679649923146	No data	No data	0	0	0	0	0	0.8867899999999999	No data	-0.2055636590956449	0	0	No data	No data	0	-1	-1
PAMR1	0.02144497755253204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.16877766348111733	No data	No data	0	1	0	0	0	0.5069450000000003	No data	0.5614711398207961	No data	0	No data	No data	0	-1	0
SH2D2A	0.021443871972143484	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17636770547231748	No data	No data	0	0	0	0	0	0	No data	0.2261929568660137	0	0	No data	No data	0	0.5	0
ATP10B	0.021430275101666015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.176255876374903	No data	No data	0	0	0	0	0	0.18549000000000007	No data	0.144092519274849	No data	0	No data	No data	0	0.5	0
FAM110C	0.021425914286104103	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17622001032255755	No data	No data	0	0	0	0	0	0	No data	0.8800791831631589	No data	0	No data	No data	0	0.5	0
CTNNBIP1	0.021391124119654166	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15713322421600373	0.07520260078451729	No data	No data	0	0	0	0	0	0.8765450000000001	No data	0.5263596582621379	-0.7993237391699212	0	No data	No data	0	0.5	-1
FGF2	0.021372603878365103	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15893157538776656	0.06739990828504325	No data	0.75	0	1	1	1	1	0.7419350000000001	No data	0.16607626588872693	-0.9159958106686039	0	No data	No data	0	-1	0
IL34	0.021368593892515726	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07706873817055322	0.15648138730523128	No data	No data	0	1	0	0	0	0	No data	-0.4073765367784955	-0.6091568777485981	0	No data	No data	No data	0.5	0
DCD	0.021363595929078567	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07109412938735901	0.15793393314931348	No data	No data	0	1	0	0	0	No data	No data	0.7340070848093352	No data	0	No data	No data	0	1	0.5
ENHO	0.021336954541109284	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14286373743873093	0.13049845102476426	No data	No data	0	1	0	0	0	1	No data	0.8821629506147115	-0.832891437458468	0	No data	No data	No data	1	0
CD40LG	0.02132874038958792	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17542079191728882	No data	No data	0.75	1	1	0	1	1	0	No data	-0.4268597624505105	-0.7189994236083275	0	No data	No data	0	0.75	0.5
TNFRSF4	0.0213267909055011	0.03114991911010917	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0786206504011229	No data	No data	0.75	0	0	0	0	0	0	No data	0.47197332777662004	0	0	No data	No data	0	0.5	0
THBD	0.02132270439389238	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17537114814435237	No data	No data	No data	0	0	0	0	0	0	No data	-0.1489893727859971	-0.9393518151241589	0	-1	No data	No data	-1	0
LBP	0.02131500481358645	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10545910641901593	0.14894304541484715	No data	No data	0	1	0	0	0	0	No data	0.48010002083767445	-0.6617889616736102	0	No data	No data	0	1	0
HAX1	0.02130217217974323	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17520227847834913	No data	No data	No data	0	0	0	0	0	0.06809999999999974	No data	0.5210460512606794	-0.7020309963684396	0	No data	No data	No data	-1	-1
CCL24	0.02129190607266865	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17511784364534752	No data	No data	No data	0	1	0	0	0	0	No data	0.8595540737653677	No data	0	No data	No data	0	0.75	0
PDZK1	0.02126753618323008	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1749174105571217	No data	No data	0	0	0	0	0	0	No data	0.7642217128568451	-0.5512941723678829	0	No data	No data	0	1	0
VWF	0.021266240804982222	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17490675656284352	No data	No data	1	0	1	0	0	0	0.16814999999999997	No data	-0.3848718483017295	-0.8472529843047327	0	No data	No data	0	-1	0
IRAK2	0.02126566294894592	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281347	0.1642632149581336	No data	No data	0	0	0	1	0	0	No data	0.4060220879349865	-0.638513551762618	0	No data	No data	0	0.5	0
SLAMF7	0.021262969268985677	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05826003477111368	0.1603148407285829	No data	1	0	0	0	0	0	0	No data	-0.24848926859762455	0	0	No data	No data	0	0.5	0
TTK	0.02125986953720218	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	0.16421556634609996	No data	0.5	0	0	1	1	1	0	1	-0.5439674932277558	0	-1	No data	No data	0	0.75	0
NELL1	0.021241790471262074	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1747056618509437	No data	No data	0	1	0	0	0	0.6666649999999997	No data	-0.19670764742654723	-0.7752058841208461	0	No data	No data	0	0.5	0.5
C7orf57	0.02122278929138534	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17454938436055017	No data	No data	0	0	0	0	0	0	No data	0.6658678891435716	No data	0	No data	No data	No data	0.5	0.5
NEUROD2	0.021221275255995577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1745369319942964	No data	No data	0	0	0	0	0	0.9083750000000002	No data	-0.7122317149406125	-0.7230136357576056	0	No data	No data	0	1	1
ENSG00000259093	0.021221275255995577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1745369319942964	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMEM63C	0.021221275255995577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1745369319942964	No data	No data	0	0	0	0	0	0.16873500000000022	No data	-0.6298187122317149	-0.7176078007236982	0	No data	No data	0	0.75	0
BEST2	0.021221275255995577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1745369319942964	No data	No data	1	0	0	0	0	0.47937000000000013	No data	0.45665763700771	0	0	No data	No data	0	0.75	0.5
ENSG00000083622	0.021221275255995577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1745369319942964	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
C1QL2	0.021221275255995577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1745369319942964	No data	No data	0	1	0	0	0	0.7038350000000001	No data	0.3659095644926027	-0.10006653173107727	0	No data	No data	-0.1289200000000001	1	0.5
